Date,State,Negative,Positive,Total Samples
04-05-2020,Manipur,,2,571
07-05-2020,Manipur,,2,684
08-05-2020,Manipur,,2,756
09-05-2020,Manipur,,2,865
10-05-2020,Manipur,,2,1096
11-05-2020,Manipur,,2,1337
13-05-2020,Manipur,,2,1706
15-05-2020,Manipur,,3,1799
16-05-2020,Manipur,,4,1900
18-05-2020,Manipur,,7,2483
20-05-2020,Manipur,,20,3087
22-05-2020,Manipur,,26,3721
23-05-2020,Manipur,,29,4094
25-05-2020,Manipur,,36,5041
26-05-2020,Manipur,,39,6233
27-05-2020,Manipur,,44,6836
28-05-2020,Manipur,,55,7758
29-05-2020,Manipur,,59,8596
03-06-2020,Manipur,,118,12454
05-06-2020,Manipur,,132,14629
07-06-2020,Manipur,,172,17028
09-06-2020,Manipur,,304,18612
10-06-2020,Manipur,,311,19756
11-06-2020,Manipur,,366,20528
13-06-2020,Manipur,,449,24046
16-04-2020,Meghalaya,299,7,552
17-04-2020,Meghalaya,541,9,617
18-04-2020,Meghalaya,667,11,738
19-04-2020,Meghalaya,678,11,766
20-04-2020,Meghalaya,714,11,838
21-04-2020,Meghalaya,821,12,933
22-04-2020,Meghalaya,904,12,1046
23-04-2020,Meghalaya,1000,12,1109
24-04-2020,Meghalaya,1048,12,1130
25-04-2020,Meghalaya,1097,12,1169
27-04-2020,Meghalaya,1182,12,1254
28-04-2020,Meghalaya,1202,12,1382
29-04-2020,Meghalaya,1288,12,1397
30-04-2020,Meghalaya,1433,12,1595
02-05-2020,Meghalaya,1655,12,1707
04-05-2020,Meghalaya,1782,12,1884
05-05-2020,Meghalaya,1822,12,1944
07-05-2020,Meghalaya,1967,12,2054
09-05-2020,Meghalaya,2178,12,2287
10-05-2020,Meghalaya,2178,13,2287
11-05-2020,Meghalaya,2342,13,2480
15-05-2020,Meghalaya,2597,13,2712
18-05-2020,Meghalaya,,13,2896
19-05-2020,Meghalaya,,13,3104
20-05-2020,Meghalaya,,13,3419
22-05-2020,Meghalaya,,14,3682
26-05-2020,Meghalaya,5599,15,6553
27-05-2020,Meghalaya,,20,6685
31-05-2020,Meghalaya,,27,7781
01-06-2020,Meghalaya,,27,8127
02-06-2020,Meghalaya,,28,8734
03-06-2020,Meghalaya,,28,9025
04-06-2020,Meghalaya,,31,9395
05-06-2020,Meghalaya,,31,9592
06-06-2020,Meghalaya,,33,10066
07-06-2020,Meghalaya,,33,10066
08-06-2020,Meghalaya,,36,10746
09-06-2020,Meghalaya,,40,11247
10-06-2020,Meghalaya,,44,11505
11-06-2020,Meghalaya,,44,11889
12-06-2020,Meghalaya,,44,12219
13-06-2020,Meghalaya,,44,12560
06-04-2020,Mizoram,0,1,58
07-04-2020,Mizoram,0,1,58
08-04-2020,Mizoram,,1,74
09-04-2020,Mizoram,,1,84
12-04-2020,Mizoram,,1,87
13-04-2020,Mizoram,,1,89
14-04-2020,Mizoram,,1,91
15-04-2020,Mizoram,,1,94
16-04-2020,Mizoram,,1,94
18-04-2020,Mizoram,,1,102
19-04-2020,Mizoram,,1,116
20-04-2020,Mizoram,,1,132
21-04-2020,Mizoram,,1,135
22-04-2020,Mizoram,,1,135
23-04-2020,Mizoram,,1,137
26-04-2020,Mizoram,,1,146
27-04-2020,Mizoram,,1,146
28-04-2020,Mizoram,,1,158
29-04-2020,Mizoram,,1,179
30-04-2020,Mizoram,,1,180
01-05-2020,Mizoram,,1,180
02-05-2020,Mizoram,,1,183
03-05-2020,Mizoram,,1,183
04-05-2020,Mizoram,,1,183
05-05-2020,Mizoram,,1,188
06-05-2020,Mizoram,,1,195
07-05-2020,Mizoram,,1,197
08-05-2020,Mizoram,,1,199
09-05-2020,Mizoram,,1,201
10-05-2020,Mizoram,,1,201
11-05-2020,Mizoram,,1,206
12-05-2020,Mizoram,,1,224
13-05-2020,Mizoram,,1,224
14-05-2020,Mizoram,,1,273
15-05-2020,Mizoram,,1,273
16-05-2020,Mizoram,,1,282
17-05-2020,Mizoram,,1,282
18-05-2020,Mizoram,,1,301
19-05-2020,Mizoram,,1,313
20-05-2020,Mizoram,,1,315
21-05-2020,Mizoram,,1,320
22-05-2020,Mizoram,,1,324
23-05-2020,Mizoram,,1,336
24-05-2020,Mizoram,,1,342
25-05-2020,Mizoram,,1,359
26-05-2020,Mizoram,,1,438
28-05-2020,Mizoram,,1,516
29-05-2020,Mizoram,,1,529
30-05-2020,Mizoram,,1,686
31-05-2020,Mizoram,,1,777
01-06-2020,Mizoram,,1,896
02-06-2020,Mizoram,,13,1012
03-06-2020,Mizoram,,14,1095
04-06-2020,Mizoram,,17,1346
05-06-2020,Mizoram,,22,1687
06-06-2020,Mizoram,,24,1991
07-06-2020,Mizoram,,34,2252
08-06-2020,Mizoram,,42,2496
09-06-2020,Mizoram,,88,2747
10-06-2020,Mizoram,,102,2747
11-06-2020,Mizoram,,104,3152
13-06-2020,Mizoram,,107,3727
14-06-2020,Mizoram,,112,4327
06-04-2020,Nagaland,47,0,60
10-04-2020,Nagaland,69,0,70
11-04-2020,Nagaland,70,0,70
12-04-2020,Nagaland,70,0,74
14-04-2020,Nagaland,97,0,174
15-04-2020,Nagaland,174,0,184
17-04-2020,Nagaland,222,0,274
18-04-2020,Nagaland,292,0,392
19-04-2020,Nagaland,345,0,404
20-04-2020,Nagaland,404,0,434
21-04-2020,Nagaland,456,0,537
22-04-2020,Nagaland,481,0,543
23-04-2020,Nagaland,543,0,607
25-04-2020,Nagaland,607,0,613
26-04-2020,Nagaland,613,0,613
27-04-2020,Nagaland,613,0,629
28-04-2020,Nagaland,620,0,639
29-04-2020,Nagaland,631,0,644
30-04-2020,Nagaland,640,0,653
01-05-2020,Nagaland,650,0,664
02-05-2020,Nagaland,661,0,674
03-05-2020,Nagaland,663,0,684
04-05-2020,Nagaland,679,0,708
05-05-2020,Nagaland,771,0,724
06-05-2020,Nagaland,712,0,763
07-05-2020,Nagaland,728,0,786
08-05-2020,Nagaland,775,0,805
09-05-2020,Nagaland,786,0,848
10-05-2020,Nagaland,806,0,862
11-05-2020,Nagaland,848,0,875
12-05-2020,Nagaland,872,0,882
13-05-2020,Nagaland,872,0,889
14-05-2020,Nagaland,873,0,891
15-05-2020,Nagaland,889,0,910
16-05-2020,Nagaland,891,0,917
17-05-2020,Nagaland,914,0,952
18-05-2020,Nagaland,914,0,961
19-05-2020,Nagaland,948,0,978
20-05-2020,Nagaland,952,0,985
21-05-2020,Nagaland,978,0,1001
22-05-2020,Nagaland,1012,0,1035
23-05-2020,Nagaland,1015,0,1065
24-05-2020,Nagaland,1032,0,1097
25-05-2020,Nagaland,1078,3,1366
26-05-2020,Nagaland,1080,4,1366
27-05-2020,Nagaland,1224,9,1554
28-05-2020,Nagaland,1317,18,1765
29-05-2020,Nagaland,1409,25,1997
30-05-2020,Nagaland,1496,36,2210
31-05-2020,Nagaland,1596,43,2576
01-06-2020,Nagaland,1744,43,2870
02-06-2020,Nagaland,1836,49,3257
03-06-2020,Nagaland,2002,58,3414
04-06-2020,Nagaland,2151,80,3739
05-06-2020,Nagaland,2372,94,3974
06-06-2020,Nagaland,2614,107,4061
07-06-2020,Nagaland,2956,118,4371
08-06-2020,Nagaland,3176,123,4729
09-06-2020,Nagaland,3512,127,4896
10-06-2020,Nagaland,3867,128,5220
11-06-2020,Nagaland,4198,130,5667
12-06-2020,Nagaland,4593,156,6104
13-06-2020,Nagaland,4904,163,6466
14-06-2020,Nagaland,5155,168,6478
03-04-2020,Odisha,1108,20,1395
07-04-2020,Odisha,,42,2441
08-04-2020,Odisha,2399,42,2441
09-04-2020,Odisha,3201,48,3249
10-04-2020,Odisha,3497,50,3547
11-04-2020,Odisha,3497,51,3551
12-04-2020,Odisha,3808,54,3862
13-04-2020,Odisha,4116,54,4170
14-04-2020,Odisha,4678,56,4734
15-04-2020,Odisha,5477,60,5537
16-04-2020,Odisha,6674,60,6734
17-04-2020,Odisha,7517,60,7577
18-04-2020,Odisha,8559,60,8619
19-04-2020,Odisha,9629,61,9690
20-04-2020,Odisha,,68,10641
21-04-2020,Odisha,,79,11748
22-04-2020,Odisha,,83,13775
23-04-2020,Odisha,,89,15984
24-04-2020,Odisha,,94,18458
25-04-2020,Odisha,,94,20599
26-04-2020,Odisha,,103,22816
27-04-2020,Odisha,,111,25103
28-04-2020,Odisha,,118,26687
29-04-2020,Odisha,,122,29108
30-04-2020,Odisha,,142,31696
01-05-2020,Odisha,,149,34133
02-05-2020,Odisha,,157,36593
03-05-2020,Odisha,,162,38658
04-05-2020,Odisha,,169,41128
05-05-2020,Odisha,,170,44663
06-05-2020,Odisha,,185,47454
07-05-2020,Odisha,,209,50514
08-05-2020,Odisha,,271,52974
09-05-2020,Odisha,,294,56322
10-05-2020,Odisha,,362,59780
11-05-2020,Odisha,,414,63478
12-05-2020,Odisha,,437,68057
13-05-2020,Odisha,,538,72756
14-05-2020,Odisha,,611,77150
15-05-2020,Odisha,,672,81919
16-05-2020,Odisha,,737,86140
17-05-2020,Odisha,,828,91223
18-05-2020,Odisha,,876,95766
19-05-2020,Odisha,,978,100302
20-05-2020,Odisha,,1052,105914
21-05-2020,Odisha,,1103,108432
22-05-2020,Odisha,,1189,113437
23-05-2020,Odisha,,1269,118446
24-05-2020,Odisha,,1335,123834
25-05-2020,Odisha,,1438,127776
26-05-2020,Odisha,,1517,131595
27-05-2020,Odisha,,1593,136274
28-05-2020,Odisha,,1660,139311
29-05-2020,Odisha,,1723,143570
30-05-2020,Odisha,,1819,147490
31-05-2020,Odisha,,1948,152131
01-06-2020,Odisha,,2104,155690
02-06-2020,Odisha,,2245,159567
03-06-2020,Odisha,,2388,162891
04-06-2020,Odisha,,2478,165824
05-06-2020,Odisha,,2608,169010
06-06-2020,Odisha,,2781,172598
07-06-2020,Odisha,,2856,176098
08-06-2020,Odisha,,2994,179415
09-06-2020,Odisha,,3140,182384
10-06-2020,Odisha,,3250,185401
11-06-2020,Odisha,,3386,188743
12-06-2020,Odisha,,3477,192576
13-06-2020,Odisha,,3723,196456
14-06-2020,Odisha,,3909,200014
15-06-2020,Odisha,,4055,202513
18-04-2020,Puducherry,1159,7,1207
19-04-2020,Puducherry,1214,7,1245
20-04-2020,Puducherry,1232,7,1272
21-04-2020,Puducherry,1272,7,1319
22-04-2020,Puducherry,1354,7,1473
23-04-2020,Puducherry,1513,7,1548
24-04-2020,Puducherry,1657,7,1704
25-04-2020,Puducherry,1793,8,1864
26-04-2020,Puducherry,1902,8,1977
27-04-2020,Puducherry,1942,8,2014
28-04-2020,Puducherry,2099,8,2156
29-04-2020,Puducherry,2150,8,2228
30-04-2020,Puducherry,2292,8,2353
01-05-2020,Puducherry,2583,9,2698
02-05-2020,Puducherry,2902,12,2990
03-05-2020,Puducherry,3097,12,3155
04-05-2020,Puducherry,3220,12,3281
05-05-2020,Puducherry,3444,12,3560
06-05-2020,Puducherry,3554,12,3641
07-05-2020,Puducherry,3766,13,3866
08-05-2020,Puducherry,3866,15,4111
09-05-2020,Puducherry,4028,16,4266
10-05-2020,Puducherry,4273,17,4364
11-05-2020,Puducherry,4416,17,4486
13-05-2020,Puducherry,4832,18,4919
14-05-2020,Puducherry,4963,18,5112
15-05-2020,Puducherry,5162,21,5312
16-05-2020,Puducherry,5320,22,5484
17-05-2020,Puducherry,5501,22,5619
18-05-2020,Puducherry,5709,22,5754
19-05-2020,Puducherry,5762,22,5829
20-05-2020,Puducherry,5889,24,5960
21-05-2020,Puducherry,5995,31,6106
22-05-2020,Puducherry,6143,32,6233
23-05-2020,Puducherry,6254,39,6349
24-05-2020,Puducherry,6444,45,6536
25-05-2020,Puducherry,6537,47,6606
26-05-2020,Puducherry,6593,52,6677
27-05-2020,Puducherry,6711,60,6808
28-05-2020,Puducherry,6286,61,6917
29-05-2020,Puducherry,6910,65,7043
30-05-2020,Puducherry,7004,71,7164
31-05-2020,Puducherry,7116,81,7255
01-06-2020,Puducherry,7198,81,7354
02-06-2020,Puducherry,7339,91,7444
03-06-2020,Puducherry,7447,98,7576
04-06-2020,Puducherry,7647,109,7794
05-06-2020,Puducherry,7791,115,7963
06-06-2020,Puducherry,7968,118,8118
07-06-2020,Puducherry,8112,130,8274
08-06-2020,Puducherry,8293,139,8472
09-06-2020,Puducherry,8548,143,8752
10-06-2020,Puducherry,8712,156,8954
11-06-2020,Puducherry,8979,168,9250
12-06-2020,Puducherry,9351,175,9658
13-06-2020,Puducherry,9636,193,10008
02-04-2020,Punjab,1236,37,1434
08-04-2020,Punjab,2614,106,2937
09-04-2020,Punjab,2777,130,3192
10-04-2020,Punjab,2972,151,3461
11-04-2020,Punjab,3249,158,3909
12-04-2020,Punjab,3590,170,4281
13-04-2020,Punjab,3858,176,4480
14-04-2020,Punjab,4047,184,4844
15-04-2020,Punjab,4404,186,5193
16-04-2020,Punjab,4727,197,5524
17-04-2020,Punjab,5113,211,5988
18-04-2020,Punjab,5354,234,6167
19-04-2020,Punjab,5949,244,6607
20-04-2020,Punjab,6273,245,6797
21-04-2020,Punjab,6769,251,7355
22-04-2020,Punjab,7100,257,7887
23-04-2020,Punjab,7433,283,8757
24-04-2020,Punjab,8310,298,10611
25-04-2020,Punjab,9392,308,13270
26-04-2020,Punjab,10497,322,14317
27-04-2020,Punjab,12333,330,15516
28-04-2020,Punjab,13966,342,17021
29-04-2020,Punjab,15690,375,18670
30-04-2020,Punjab,17286,480,21205
01-05-2020,Punjab,18222,585,23176
02-05-2020,Punjab,19316,772,24868
03-05-2020,Punjab,20197,1102,26439
04-05-2020,Punjab,21295,1232,28545
05-05-2020,Punjab,23352,1451,30199
06-05-2020,Punjab,24303,1526,32060
07-05-2020,Punjab,28933,1644,34701
08-05-2020,Punjab,31219,1731,37950
09-05-2020,Punjab,33639,1762,39462
10-05-2020,Punjab,35293,1823,40962
11-05-2020,Punjab,37993,1877,42306
12-05-2020,Punjab,39060,1914,43999
13-05-2020,Punjab,40637,1924,46026
14-05-2020,Punjab,42425,1935,47408
15-05-2020,Punjab,44319,1932,49301
16-05-2020,Punjab,46028,1946,50613
17-05-2020,Punjab,47484,1964,51812
18-05-2020,Punjab,48813,1980,52955
19-05-2020,Punjab,50070,2002,55634
20-05-2020,Punjab,51956,2005,57737
21-05-2020,Punjab,53871,2028,59618
22-05-2020,Punjab,55777,2029,62399
23-05-2020,Punjab,57899,2045,63567
24-05-2020,Punjab,60114,2060,66142
25-05-2020,Punjab,62686,2081,67213
26-05-2020,Punjab,64160,2106,69818
27-05-2020,Punjab,66417,2139,72468
28-05-2020,Punjab,67325,2158,72468
29-05-2020,Punjab,,2197,81021
30-05-2020,Punjab,,2233,84497
31-05-2020,Punjab,,2263,87852
01-06-2020,Punjab,,2301,91113
02-06-2020,Punjab,,2342,96329
03-06-2020,Punjab,,2376,101036
04-06-2020,Punjab,,2415,106933
05-06-2020,Punjab,,2461,113542
06-06-2020,Punjab,,2515,115974
07-06-2020,Punjab,,2608,124266
08-06-2020,Punjab,,2663,129821
09-06-2020,Punjab,,2719,136343
10-06-2020,Punjab,,2805,144467
11-06-2020,Punjab,,2887,154498
12-06-2020,Punjab,,2986,165548
13-06-2020,Punjab,,3063,176533
14-06-2020,Punjab,,3140,182225
05-04-2020,Rajasthan,11439,260,12279
07-04-2020,Rajasthan,16401,363,17638
08-04-2020,Rajasthan,16401,363,17638
09-04-2020,Rajasthan,17851,463,19107
10-04-2020,Rajasthan,20698,561,22349
11-04-2020,Rajasthan,22583,678,24857
12-04-2020,Rajasthan,25105,796,28505
13-04-2020,Rajasthan,28657,847,31804
14-04-2020,Rajasthan,29376,1005,34928
15-04-2020,Rajasthan,31902,1076,37860
16-04-2020,Rajasthan,33739,1101,40778
17-04-2020,Rajasthan,36153,1229,42847
18-04-2020,Rajasthan,39092,1282,47197
19-04-2020,Rajasthan,43537,1478,51614
20-04-2020,Rajasthan,47657,1576,57290
21-04-2020,Rajasthan,54100,1735,61492
22-04-2020,Rajasthan,58552,1888,66257
23-04-2020,Rajasthan,63485,1964,69764
24-04-2020,Rajasthan,68133,2034,74484
25-04-2020,Rajasthan,71806,2083,78993
26-04-2020,Rajasthan,75670,2185,82942
27-04-2020,Rajasthan,80830,2262,87777
28-04-2020,Rajasthan,85834,2364,92506
29-04-2020,Rajasthan,90108,2438,97790
30-04-2020,Rajasthan,,2584,103704
01-05-2020,Rajasthan,100277,2666,108543
02-05-2020,Rajasthan,104705,2720,113934
03-05-2020,Rajasthan,112345,2886,120240
04-05-2020,Rajasthan,122513,3061,129258
05-05-2020,Rajasthan,128297,3158,134987
06-05-2020,Rajasthan,134172,3317,139580
07-05-2020,Rajasthan,139830,3427,145510
08-05-2020,Rajasthan,146198,3579,152245
09-05-2020,Rajasthan,152296,3708,159157
10-05-2020,Rajasthan,158830,3814,166424
11-05-2020,Rajasthan,168546,3988,176130
12-05-2020,Rajasthan,,4126,185610
13-05-2020,Rajasthan,186125,4328,194683
14-05-2020,Rajasthan,197269,4534,204243
15-05-2020,Rajasthan,203770,4747,212317
16-05-2020,Rajasthan,213395,4960,221439
17-05-2020,Rajasthan,221764,5202,231946
18-05-2020,Rajasthan,234165,5375,243476
19-05-2020,Rajasthan,244955,5845,254533
20-05-2020,Rajasthan,254128,6015,265555
21-05-2020,Rajasthan,266687,6227,275974
22-05-2020,Rajasthan,277744,6494,287164
23-05-2020,Rajasthan,292384,6657,303935
24-05-2020,Rajasthan,306209,7028,317067
25-05-2020,Rajasthan,318146,7300,327836
26-05-2020,Rajasthan,326368,7536,337159
27-05-2020,Rajasthan,338611,7816,350600
28-05-2020,Rajasthan,351861,8067,365556
29-05-2020,Rajasthan,365925,8365,379315
30-05-2020,Rajasthan,382315,8617,395490
31-05-2020,Rajasthan,396789,8831,409777
01-06-2020,Rajasthan,411965,9100,425184
02-06-2020,Rajasthan,428471,9373,440789
03-06-2020,Rajasthan,440850,9652,454788
04-06-2020,Rajasthan,451826,9862,467129
05-06-2020,Rajasthan,465349,10084,480910
06-06-2020,Rajasthan,478366,10337,494480
07-06-2020,Rajasthan,491233,10599,506784
08-06-2020,Rajasthan,503208,10876,518350
09-06-2020,Rajasthan,515872,11245,530031
10-06-2020,Rajasthan,527864,11600,543312
11-06-2020,Rajasthan,542256,11838,558064
12-06-2020,Rajasthan,556040,12068,571543
13-06-2020,Rajasthan,569314,12401,584954
14-06-2020,Rajasthan,583279,12694,598920
04-05-2020,Sikkim,169,0,170
05-05-2020,Sikkim,171,0,181
06-05-2020,Sikkim,189,0,189
07-05-2020,Sikkim,207,0,216
08-05-2020,Sikkim,214,0,216
09-05-2020,Sikkim,219,0,219
10-05-2020,Sikkim,219,0,219
11-05-2020,Sikkim,219,0,219
12-05-2020,Sikkim,229,0,348
13-05-2020,Sikkim,268,0,439
14-05-2020,Sikkim,292,0,579
15-05-2020,Sikkim,229,0,348
16-05-2020,Sikkim,424,0,840
17-05-2020,Sikkim,449,0,947
18-05-2020,Sikkim,536,0,1087
19-05-2020,Sikkim,827,0,1204
20-05-2020,Sikkim,955,0,1342
22-05-2020,Sikkim,1347,0,1637
23-05-2020,Sikkim,1398,0,1707
24-05-2020,Sikkim,1471,1,1855
25-05-2020,Sikkim,1508,1,2103
26-05-2020,Sikkim,1508,1,2255
27-05-2020,Sikkim,1665,1,2417
28-05-2020,Sikkim,1801,1,2626
29-05-2020,Sikkim,1880,1,2759
30-05-2020,Sikkim,2015,1,2829
31-05-2020,Sikkim,2173,1,2925
01-06-2020,Sikkim,2601,1,3525
02-06-2020,Sikkim,2857,1,3788
03-06-2020,Sikkim,3062,2,4102
04-06-2020,Sikkim,3894,2,4358
05-06-2020,Sikkim,4143,3,4761
06-06-2020,Sikkim,4273,3,5005
08-06-2020,Sikkim,4953,6,5547
09-06-2020,Sikkim,5508,12,5815
10-06-2020,Sikkim,5850,12,6161
11-06-2020,Sikkim,6063,12,6692
12-06-2020,Sikkim,4830,26,5157
13-06-2020,Sikkim,5029,62,5377
14-06-2020,Sikkim,5177,67,5664
03-04-2020,Tamil Nadu,2789,411,3684
08-04-2020,Tamil Nadu,4414,690,5305
09-04-2020,Tamil Nadu,5824,834,7267
10-04-2020,Tamil Nadu,6838,911,8410
11-04-2020,Tamil Nadu,7779,969,9842
12-04-2020,Tamil Nadu,,1075,10655
13-04-2020,Tamil Nadu,,1173,12746
14-04-2020,Tamil Nadu,13234,1204,19255
15-04-2020,Tamil Nadu,15210,1242,21994
16-04-2020,Tamil Nadu,18743,1267,26005
17-04-2020,Tamil Nadu,21628,1323,29673
18-04-2020,Tamil Nadu,27192,1372,35036
19-04-2020,Tamil Nadu,31853,1477,40876
20-04-2020,Tamil Nadu,38082,1520,46985
21-04-2020,Tamil Nadu,43582,1596,53045
22-04-2020,Tamil Nadu,49506,1629,59023
23-04-2020,Tamil Nadu,56836,1683,65977
24-04-2020,Tamil Nadu,62596,1755,72403
25-04-2020,Tamil Nadu,69390,1821,80110
26-04-2020,Tamil Nadu,77133,1885,87605
27-04-2020,Tamil Nadu,83021,1937,94781
28-04-2020,Tamil Nadu,97908,2058,101874
29-04-2020,Tamil Nadu,105864,2162,109961
30-04-2020,Tamil Nadu,115761,2323,119748
01-05-2020,Tamil Nadu,124852,2526,129363
02-05-2020,Tamil Nadu,135698,2757,139490
03-05-2020,Tamil Nadu,145520,3023,150107
04-05-2020,Tamil Nadu,158558,3550,162970
05-05-2020,Tamil Nadu,170174,4058,174828
06-05-2020,Tamil Nadu,182541,4829,188241
07-05-2020,Tamil Nadu,195831,5409,202436
08-05-2020,Tamil Nadu,209495,6009,216416
09-05-2020,Tamil Nadu,222576,6535,229670
10-05-2020,Tamil Nadu,235157,7204,243037
11-05-2020,Tamil Nadu,245562,8002,254899
12-05-2020,Tamil Nadu,256720,8718,266687
13-05-2020,Tamil Nadu,269758,9227,279467
14-05-2020,Tamil Nadu,281001,9674,291432
15-05-2020,Tamil Nadu,292045,10108,303104
16-05-2020,Tamil Nadu,302523,10585,313639
17-05-2020,Tamil Nadu,315019,11224,326720
18-05-2020,Tamil Nadu,325546,11760,337841
19-05-2020,Tamil Nadu,334839,12448,348174
20-05-2020,Tamil Nadu,346311,13191,360068
21-05-2020,Tamil Nadu,357898,13967,372532
22-05-2020,Tamil Nadu,369929,14735,385185
23-05-2020,Tamil Nadu,381216,15512,397340
24-05-2020,Tamil Nadu,392690,16277,409615
25-05-2020,Tamil Nadu,403762,17082,421450
26-05-2020,Tamil Nadu,413455,17728,431739
27-05-2020,Tamil Nadu,423775,18545,442970
28-05-2020,Tamil Nadu,435279,19372,455216
29-05-2020,Tamil Nadu,445668,20246,466550
30-05-2020,Tamil Nadu,457405,21184,479155
31-05-2020,Tamil Nadu,468940,22333,491962
01-06-2020,Tamil Nadu,479208,23495,503339
02-06-2020,Tamil Nadu,489258,24586,514433
03-06-2020,Tamil Nadu,502173,25872,528534
04-06-2020,Tamil Nadu,517137,27256,544981
05-06-2020,Tamil Nadu,535254,28694,560673
06-06-2020,Tamil Nadu,545896,30152,576695
07-06-2020,Tamil Nadu,560890,31667,592970
08-06-2020,Tamil Nadu,574209,33229,607952
09-06-2020,Tamil Nadu,585678,34914,621171
10-06-2020,Tamil Nadu,601363,36841,638846
11-06-2020,Tamil Nadu,616395,38716,655675
12-06-2020,Tamil Nadu,632656,40698,673906
13-06-2020,Tamil Nadu,648545,42687,691817
14-06-2020,Tamil Nadu,665401,44661,710599
19-04-2020,Telangana,14104,858,14962
28-04-2020,Telangana,,1009,19063
29-04-2020,Telangana,,1016,19278
16-05-2020,Telangana,,1551,23388
11-04-2020,Tripura,335,2,337
15-04-2020,Tripura,,2,738
16-04-2020,Tripura,760,2,762
21-04-2020,Tripura,2602,2,2604
22-04-2020,Tripura,3123,2,3215
01-05-2020,Tripura,4825,3,4828
02-05-2020,Tripura,4950,5,4955
03-05-2020,Tripura,5157,5,5162
04-05-2020,Tripura,5377,17,5394
05-05-2020,Tripura,5820,30,5850
06-05-2020,Tripura,6185,43,6228
07-05-2020,Tripura,6828,89,6917
08-05-2020,Tripura,7359,89,7448
09-05-2020,Tripura,8221,119,8340
10-05-2020,Tripura,8955,136,9091
11-05-2020,Tripura,9442,154,9596
12-05-2020,Tripura,10189,155,10344
13-05-2020,Tripura,10991,155,11146
14-05-2020,Tripura,11648,156,11804
15-05-2020,Tripura,12405,156,12561
16-05-2020,Tripura,13011,167,13178
17-05-2020,Tripura,13583,167,13750
18-05-2020,Tripura,14119,167,14286
19-05-2020,Tripura,14914,169,15083
20-05-2020,Tripura,15694,173,15822
21-05-2020,Tripura,16610,173,16873
22-05-2020,Tripura,17546,175,17721
23-05-2020,Tripura,18546,191,18737
24-05-2020,Tripura,19537,191,19278
25-05-2020,Tripura,20637,198,20871
26-05-2020,Tripura,21840,209,22049
27-05-2020,Tripura,23032,232,23264
28-05-2020,Tripura,23884,242,24126
29-05-2020,Tripura,25159,244,25403
30-05-2020,Tripura,26105,271,26376
31-05-2020,Tripura,27159,316,27475
01-06-2020,Tripura,27937,423,28360
02-06-2020,Tripura,28595,471,29066
03-06-2020,Tripura,29859,622,30481
04-06-2020,Tripura,30492,646,31138
05-06-2020,Tripura,31606,694,32300
06-06-2020,Tripura,32582,749,33331
07-06-2020,Tripura,34461,802,35263
08-06-2020,Tripura,36613,840,37453
09-06-2020,Tripura,37706,866,38572
10-06-2020,Tripura,39130,897,40027
11-06-2020,Tripura,40474,915,41389
12-06-2020,Tripura,39877,960,40837
13-06-2020,Tripura,42930,1042,43972
14-06-2020,Tripura,44940,1075,46015
05-04-2020,Uttar Pradesh,4796,278,5255
05-04-2020,Uttar Pradesh,4796,278,5255
09-04-2020,Uttar Pradesh,7898,410,8402
10-04-2020,Uttar Pradesh,8798,433,9332
11-04-2020,Uttar Pradesh,10012,452,10595
12-04-2020,Uttar Pradesh,11250,483,11855
13-04-2020,Uttar Pradesh,12542,558,13287
14-04-2020,Uttar Pradesh,15134,660,15914
15-04-2020,Uttar Pradesh,18595,727,19506
16-04-2020,Uttar Pradesh,20374,805,21384
17-04-2020,Uttar Pradesh,23648,849,24643
18-04-2020,Uttar Pradesh,27262,974,28484
19-04-2020,Uttar Pradesh,,1100,31767
20-04-2020,Uttar Pradesh,32874,1184,34326
21-04-2020,Uttar Pradesh,36378,1337,37933
22-04-2020,Uttar Pradesh,40263,1449,42192
23-04-2020,Uttar Pradesh,43495,1510,45483
24-04-2020,Uttar Pradesh,51161,1621,53166
25-04-2020,Uttar Pradesh,54216,1793,56851
26-04-2020,Uttar Pradesh,58492,1873,61799
27-04-2020,Uttar Pradesh,64139,1896,67145
28-04-2020,Uttar Pradesh,67266,2053,70307
29-04-2020,Uttar Pradesh,70436,2134,73716
30-04-2020,Uttar Pradesh,74864,2211,78013
01-05-2020,Uttar Pradesh,79091,2328,82459
02-05-2020,Uttar Pradesh,82356,2487,85729
03-05-2020,Uttar Pradesh,91828,2645,95841
04-05-2020,Uttar Pradesh,94682,2766,98300
05-05-2020,Uttar Pradesh,101389,2880,105234
06-05-2020,Uttar Pradesh,106043,2998,109888
07-05-2020,Uttar Pradesh,109628,3071,113670
08-05-2020,Uttar Pradesh,115646,3214,119688
09-05-2020,Uttar Pradesh,120764,3373,124791
10-05-2020,Uttar Pradesh,125696,3467,129955
11-05-2020,Uttar Pradesh,131293,3573,135760
12-05-2020,Uttar Pradesh,135754,3664,140166
13-05-2020,Uttar Pradesh,141068,3578,145637
14-05-2020,Uttar Pradesh,147755,3902,153139
15-05-2020,Uttar Pradesh,153588,4057,159282
16-05-2020,Uttar Pradesh,157001,4258,163105
17-05-2020,Uttar Pradesh,165832,4464,172219
18-05-2020,Uttar Pradesh,170132,4605,176479
19-05-2020,Uttar Pradesh,175412,4926,182184
20-05-2020,Uttar Pradesh,184209,5175,191164
21-05-2020,Uttar Pradesh,199469,5515,206811
